"","X.x","old.sampleid.x","sampleid","replicate","sitecode.x","species.x","role.x","delta13c","delta15n","c_n_ratio","old.sampleid.y","sitename.x","sitecode.y","species.y","role.y","delta2h","ampl","p_h","delta13c_norm","d13c_algae","d13c_aqbase","d13c_det","d13c_norm_algae","d13c_norm_aqbase","d13c_norm_det","d13c_norm_terbase","d13c_terbase","d15n_algae","d15n_aqbase","d15n_det","d15n_terbase","dh2_algae","dh2_aqbase","dh2_det","dh2_terbase","ter_energy_pp","ter_energy_sc","tp_1_algae","tp_1_det","tp_1_terbase","tp_1_aqbase","tp_2_pp","tp_2_sc","c_ter_energy_pp","c_ter_energy_sc","c_tp_1_algae","c_tp_1_det","c_tp_1_terbase","c_tp_1_aqbase","c_tp_2_pp","c_tp_2_sc","pc1","adj_pc1","pc2","adj_pc2","s_diversity","peilou_evenness","species_richness","rock.bass","blacknose.dace","blackside.darter","bluntnose.minnow","brook.stickleback","brown.trout","central.mudminnow","common.carp","common.shiner","creek.chub","fathead.minnow","johnny.darter","largemouth.bass","least.darter","longnose.dace","mottled.sculpin","northern.hog.sucker","northern.redbelly.dace","pumpkinseed","rainbow.trout","smallmouth.bass","stonecat","unknown","white.sucker","yellow.perch","white.crappie","mad.tom.sp.","ter_energy_pp_0_1","sitecode","sitename.y","pass","species","number","forkmm","totalmm","weight","kept","sex","stomach","stomachsource","notes","X.y","X.1"
"794",NA,NA,"LEST-S18-630-MT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LEST","Lake Erie Salmon and Trout Club","MT2","blacknose dace","MT1","73",77,4,"N","","","","","",""
"795",NA,NA,"LEST-S18-212-MT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LEST","Lake Erie Salmon and Trout Club","MT3","creek chub","MT1","143",149,34,"N","","","","tumor on dorsal fin","",""
"796",NA,NA,"LEST-S18-212-MT2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LEST","Lake Erie Salmon and Trout Club","MT3","creek chub","MT2","110",116,15.5,"N","","","","tumor on dorsal fin","",""
"797",NA,NA,"LEST-S18-212-MT3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LEST","Lake Erie Salmon and Trout Club","MT3","creek chub","MT3","113",119,15.5,"N","","","","no parasites","",""
"798",NA,NA,"LEST-S18-212-MT4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LEST","Lake Erie Salmon and Trout Club","MT3","creek chub","MT4","120",127,19,"N","","","","","",""
"799",NA,NA,"LEST-S18-212-MT5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LEST","Lake Erie Salmon and Trout Club","MT3","creek chub","MT5","54",59,2,"N","","","","","",""
"800",474,"LEST-S18-212-6-MT","LEST-S18-212-MT6",0,"LEST","creek chub","cc",-25.41,9.66,3.406154365,"LEST-S18-212-6-MT","Lake Erie Salmon Trout Club","LEST","creek chub","cc",-94.77,16013,6.8,-25.35790717865,-20.1256666666667,-30.382,-25.5806666666667,-4.06665169596667,-28.738301908065,-7.64838948646667,-27.358080321828,-28.8256,5.54366666666667,7.3325,0.955333333333333,0.7448,-104.073333333333,-103.435,-97.84,-83.852,"1.49251336898396",0.44247561660624,2.2106862745098,3.56019607843137,4.62211764705882,2.68455882352941,4.22484769843767,3.54188135868145,5.94439256250278,2.44916813584347,-5.2621339654951,-4.20868167417157,2.58828621858176,2.99423374394559,11.2993844643088,12.2993844643088,-0.17563,1.71084,0.03815,2.57071,1.0230292,0.9312013,3,0,20,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,"LEST","Lake Erie Salmon and Trout Club","MT3","creek chub","MT6","150",157,39.5,"Y","M","milkbone","none","P9","",""
"801",475,"LEST-S18-212-7-MT","LEST-S18-212-MT7",0,"LEST","creek chub","cc",-27.355,11.48,3.281699692,"LEST-S18-212-7-MT","Lake Erie Salmon Trout Club","LEST","creek chub","cc",-94.97,14938,6.8,-27.42611730492,-20.1256666666667,-30.382,-25.5806666666667,-4.06665169596667,-28.738301908065,-7.64838948646667,-27.358080321828,-28.8256,5.54366666666667,7.3325,0.955333333333333,0.7448,-104.073333333333,-103.435,-97.84,-83.852,"1.46042780748663",0.43226267681152,2.74598039215686,4.09549019607843,5.15741176470588,3.21985294117647,4.71684203627975,4.05738730471507,6.52182459333307,0.950705753503324,-5.87043106145686,-4.81697877013333,1.97998912262,2.38593664798382,12.4429756779176,13.4429756779176,-0.17563,1.71084,0.03815,2.57071,1.0230292,0.9312013,3,0,20,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,"LEST","Lake Erie Salmon and Trout Club","MT3","creek chub","MT7","147",153,36,"Y","F","milkbone","none","P10","",""
"802",476,"LEST-S18-212-8-MT","LEST-S18-212-MT8",0,"LEST","creek chub","cc",-26.461,9.823,3.382684844,"LEST-S18-212-8-MT","Lake Erie Salmon Trout Club","LEST","creek chub","cc",-96.43,14875,6.7,-26.43214200444,-20.1256666666667,-30.382,-25.5806666666667,-4.06665169596667,-28.738301908065,-7.64838948646667,-27.358080321828,-28.8256,5.54366666666667,7.3325,0.955333333333333,0.7448,-104.073333333333,-103.435,-97.84,-83.852,"1.22620320855615",0.357708216310065,2.25862745098039,3.60813725490196,4.67005882352941,2.7325,3.913400702527,3.42558071076053,6.24431257022619,1.67086207506177,-5.5780853848451,-4.52463309352157,2.27233479923176,2.67828232459559,11.6632770601294,12.6632770601294,-0.17563,1.71084,0.03815,2.57071,1.0230292,0.9312013,3,0,20,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,"LEST","Lake Erie Salmon and Trout Club","MT3","creek chub","MT8","130",134,27.5,"Y","M","milkbone","none","P11","",""
"803",477,"LEST-S18-212-9-MT","LEST-S18-212-MT9",0,"LEST","creek chub","cc",-25.112,9.007,3.254318083,"LEST-S18-212-9-MT","Lake Erie Salmon Trout Club","LEST","creek chub","cc",-90.66,5676,6.7,-25.21022509783,-20.1256666666667,-30.382,-25.5806666666667,-4.06665169596667,-28.738301908065,-7.64838948646667,-27.358080321828,-28.8256,5.54366666666667,7.3325,0.955333333333333,0.7448,-104.073333333333,-103.435,-97.84,-83.852,"2.15187165775401",0.652351529387735,2.01862745098039,3.36813725490196,4.43005882352941,2.4925,4.92259934990039,3.75646946180811,5.9031605992888,2.55616695566532,-5.21869805937157,-4.16524576804804,2.63172212470529,3.03766965006912,11.0638897346559,12.0638897346559,-0.17563,1.71084,0.03815,2.57071,1.0230292,0.9312013,3,0,20,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,"LEST","Lake Erie Salmon and Trout Club","MT3","creek chub","MT9","133",137,26.5,"Y","M","milkbone","none","P12","",""
"804",470,"LEST-S18-212-10-MT","LEST-S18-212-MT10",0,"LEST","creek chub","cc",-25.5595,9.018,3.272904101,"LEST-S18-212-10-MT","Lake Erie Salmon Trout Club","LEST","creek chub","cc",-96.56,16800,6.9,-25.63932494001,-20.1256666666667,-30.382,-25.5806666666667,-4.06665169596667,-28.738301908065,-7.64838948646667,-27.358080321828,-28.8256,5.54366666666667,7.3325,0.955333333333333,0.7448,-104.073333333333,-103.435,-97.84,-83.852,"1.20534759358289",0.351069805443497,2.02186274509804,3.37137254901961,4.43329411764706,2.49573529411765,3.64849113977142,3.17595369332945,6.02296273648548,2.24527496088796,-5.34490389530686,-4.29145160398333,2.50551628877,2.91146381413382,11.1933308647088,12.1933308647088,-0.17563,1.71084,0.03815,2.57071,1.0230292,0.9312013,3,0,20,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,"LEST","Lake Erie Salmon and Trout Club","MT3","creek chub","MT10","122",126,23.5,"Y","M","milkbone, detritus","aquatic","P13","",""
"805",NA,NA,"LEST-S18-212-MT11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LEST","Lake Erie Salmon and Trout Club","MT3","creek chub","MT11","120",124,22,"Y","M","milkbone","none","P14","",""
"806",472,"LEST-S18-212-12-MT","LEST-S18-212-MT12",0,"LEST","creek chub","cc",-25.767,9.238,3.263356713,"LEST-S18-212-12-MT","Lake Erie Salmon Trout Club","LEST","creek chub","cc",-92.23,14583,6.7,-25.85627685413,-20.1256666666667,-30.382,-25.5806666666667,-4.06665169596667,-28.738301908065,-7.64838948646667,-27.358080321828,-28.8256,5.54366666666667,7.3325,0.955333333333333,0.7448,-104.073333333333,-103.435,-97.84,-83.852,"1.9",0.572179951999183,2.08656862745098,3.43607843137255,4.498,2.56044117647059,4.65063725490196,3.66907349111324,6.08353442732657,2.0880886682786,-5.40871328181275,-4.35526099048922,2.44170690226412,2.84765442762794,11.3218461335676,12.3218461335676,-0.17563,1.71084,0.03815,2.57071,1.0230292,0.9312013,3,0,20,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,"LEST","Lake Erie Salmon and Trout Club","MT3","creek chub","MT12","115",118,22,"Y","M","milkbone","none","P15","",""
"807",NA,NA,"LEST-S18-212-MT13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LEST","Lake Erie Salmon and Trout Club","MT3","creek chub","MT13","107",112,16,"Y","I","milkbone","none","P16","",""
"808",NA,NA,"LEST-S18-212-MT14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LEST","Lake Erie Salmon and Trout Club","MT3","creek chub","MT14","109",114,15,"Y","M","milkbone","none","P17","",""
"809",473,"LEST-S18-212-15-MT","LEST-S18-212-MT15",0,"LEST","creek chub","cc",-26.452,9.544,3.370193358,"LEST-S18-212-15-MT","Lake Erie Salmon Trout Club","LEST","creek chub","cc",-102.74,15909,6.8,-26.43550857558,-20.1256666666667,-30.382,-25.5806666666667,-4.06665169596667,-28.738301908065,-7.64838948646667,-27.358080321828,-28.8256,5.54366666666667,7.3325,0.955333333333333,0.7448,-104.073333333333,-103.435,-97.84,-83.852,"0.21390374331551",0.0354899657866521,2.17656862745098,3.52607843137255,4.588,2.65044117647059,2.46523382615078,2.71920507282727,6.24525249697039,1.66842292241152,-5.57907555282745,-4.52562326150392,2.27134463124941,2.67729215661323,11.5822084045824,12.5822084045824,-0.17563,1.71084,0.03815,2.57071,1.0230292,0.9312013,3,0,20,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,"LEST","Lake Erie Salmon and Trout Club","MT3","creek chub","MT15","100",104,12,"Y","F","milkbone","none","P19","",""
"810",NA,NA,"LEST-S18-212-MT16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LEST","Lake Erie Salmon and Trout Club","MT3","creek chub","MT16","119",121,19.5,"Y","F","milkbone","none","P18","",""
"811",NA,NA,"MT-S18-281-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT","McTavish","1","brook stickleback","1",NA,56,1.5,"Y","I","Chronomids/algae","aquatic","","",""
"812",NA,NA,"MT-S18-281-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT","McTavish","1","brook stickleback","2",NA,53,1.5,"Y","I","Detritus","aquatic","","",""
"813",NA,NA,"MT-S18-281-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT","McTavish","1","brook stickleback","3",NA,47,1.5,"Y","F","Detritus/algae","aquatic","","",""
"814",NA,NA,"MT-S18-281-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT","McTavish","1","brook stickleback","4",NA,41,1,"Y","F","Algae","aquatic","","",""
"815",NA,NA,"MT-S18-281-5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT","McTavish","1","brook stickleback","5",NA,37,0.5,"Y","F","Algae/detritus","aquatic","","",""
"816",NA,NA,"MT-S18-281-6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT","McTavish","2","brook stickleback","6",NA,57,2,"Y","F","Chronomids+algae","aquatic","","",""
"817",NA,NA,"MT-S18-281-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT","McTavish","2","brook stickleback","7",NA,46,1.5,"Y","m","Fish Eggs","aquatic","","",""
"818",NA,NA,"MT-S18-281-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT","McTavish","2","brook stickleback","8",NA,52,1.5,"Y","m","Insects","unknown","","",""
"819",NA,NA,"MT-S18-281-9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT","McTavish","2","brook stickleback","9",NA,50,1.5,"Y","F","Chronomids/detritus","aquatic","","",""
"820",NA,NA,"MT-S18-281-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT","McTavish","2","brook stickleback","10",NA,49,1,"Y","m","Chronomids","aquatic","","",""
"821",NA,NA,"MT-S18-281-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT","McTavish","3","brook stickleback","11",NA,29,0.5,"N","","","","","",""
"822",NA,NA,"MT-S18-281-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT","McTavish","3","brook stickleback","12",NA,57.5,2,"Y","F","Chronomids","aquatic","","",""
"823",NA,NA,"MT-S18-281-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT","McTavish","3","brook stickleback","13",NA,59,2,"Y","F","Fish Eggs","aquatic","","",""
"824",NA,NA,"MT-S18-281-14-MT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT","McTavish","MT","brook stickleback","14",NA,56.5,1.5,"N","","","","weight estimated","",""
"825",NA,NA,"MT-S18-281-15-MT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT","McTavish","MT","brook stickleback","15",NA,58,1.5,"N","","","","weight estimated","",""
"826",NA,NA,"MT-S18-281-16-MT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT","McTavish","MT","brook stickleback","16",NA,51,1.5,"N","","","","weight estimated","",""
"827",NA,NA,"MT-S18-281-17-MT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT","McTavish","MT","brook stickleback","17",NA,51,1.5,"N","","","","weight estimated","",""
"828",NA,NA,"MT-S18-281-18-MT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT","McTavish","MT","brook stickleback","18",NA,57,1.5,"N","","","","weight estimated","",""
"829",NA,NA,"MT-S18-281-19-MT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT","McTavish","MT","brook stickleback","19",NA,51,1.5,"N","","","","weight estimated","",""
"830",NA,NA,"MT-S18-281-20-MT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT","McTavish","MT","brook stickleback","20",NA,55,1.5,"N","","","","weight estimated","",""
