,old.sampleid.x,sampleid,replicate,sitecode.x,species.x,role.x,delta13c,delta15n,c_n_ratio,old.sampleid.y,sitename,sitecode.y,species.y,role.y,delta2h,ampl,p_h
299,HT-S18-212-1,HT-S18-212-MT1,0,HT,creek chub,cc,-25.274,12.955,3.428842714,HT-S18-212-m1-1,Hawkins Tract,HT,creek chub,cc,-124.78,14709,7
300,HT-S18-212-2,HT-S18-212-MT2,0,HT,creek chub,cc,-24.547,12.798,3.514603733,HT-S18-212-m1-2,Hawkins Tract,HT,creek chub,cc,-111.32,14421,6.8
301,HT-S18-212-3,HT-S18-212-MT3,0,HT,creek chub,cc,-24.962,13.915,3.452599695,HT-S18-212-m4-3,Hawkins Tract,HT,creek chub,cc,-118.09,14982,6.8
302,HT-S18-212-4,HT-S18-212-MT4,0,HT,creek chub,cc,-24.442,11.494,3.23216622,HT-S18-212-m4-4,Hawkins Tract,HT,creek chub,cc,-113.42,14790,6.8
303,HT-S18-212-5 A,HT-S18-212-5 A,1,HT,creek chub,cc,-24.93,12.921,3.44662105,NA,NA,NA,NA,NA,NA,NA,NA
304,HT-S18-212-5 B,HT-S18-212-5 B,1,HT,creek chub,cc,-24.978,12.865,3.457192275,NA,NA,NA,NA,NA,NA,NA,NA
305,HT-S18-212-5 C,HT-S18-212-5 C,1,HT,creek chub,cc,-25.066,12.927,3.460215862,NA,NA,NA,NA,NA,NA,NA,NA
306,HT-S18-212-5,HT-S18-212-MT5,0,HT,creek chub,cc,-24.99133333,12.90433333,3.454676396,HT-S18-212-m4-5,Hawkins Tract,HT,creek chub,cc,-112.78,12927,6.7
307,HT-S18-212-7,HT-S18-212-MT7,0,HT,creek chub,cc,-25.27,13.236,3.539687883,HT-S18-212-m4-7,Hawkins Tract,HT,creek chub,cc,-119.88,13796,6.8
308,HT-S18-281-17,HT-S18-281-17,0,HT,brook stickleback,planktivore,-26.209,14.234,3.388910672,NA,NA,NA,NA,NA,NA,NA,NA
309,HT-S18-281-25,HT-S18-281-25,0,HT,brook stickleback,planktivore,-26.473,13.008,3.601676695,NA,NA,NA,NA,NA,NA,NA,NA
310,HT-S18-281-36,HT-S18-281-36,0,HT,brook stickleback,planktivore,-27.531,14.975,3.58798887,HT-S18-281-36,Hawkins Tract,HT,brook stickleback,planktivore,-138.86,15025,6.7
311,HT-S18-341-23,HT-S18-341-23,0,HT,johnny darter,invertivore,-26.387,13.902,3.40384725,HT-S18-341-23,Hawkins Tract,HT,johnny darter,invertivore,-133.78,12413,6.6
312,HT-S18-341-26,HT-S18-341-26,0,HT,johnny darter,invertivore,-26.967,13.642,3.379790849,NA,NA,NA,NA,NA,NA,NA,NA
313,HT-S18-341-28,HT-S18-341-28,0,HT,johnny darter,invertivore,-25.295,13.559,3.469846128,NA,NA,NA,NA,NA,NA,NA,NA
314,HT-S18-ALGAE-1,HT-S18-ALGAE-1,0,HT,algae,algae,-33.671,7.706,9.668138938,HT-S18-ALGAE-1,Hawkins Tract,HT,algae,algae,-143.2,29892,2.6
315,HT-S18-ALGAE-2,HT-S18-ALGAE-2,0,HT,algae,algae,-33.753,7.693,9.346463083,HT-S18-ALGAE-2,Hawkins Tract,HT,algae,algae,-149.74,22799,2.4
316,HT-S18-ALGAE-3,HT-S18-ALGAE-3,0,HT,algae,algae,-33.265,7.795,9.970937349,HT-S18-ALGAE-3,Hawkins Tract,HT,algae,algae,-145.04,25081,2.3
317,HT-S18-AQU-1,HT-S18-AQU-1,0,HT,mayfly/caddisfly,aqbase,-26.914,9.462,4.677666536,HT-S18-AQU-1,Hawkins Tract,HT,mayfly/caddisfly,aqbase,-134.17,19794,6.8
318,HT-S18-AQU-2,HT-S18-AQU-2,0,HT,mayfly/caddisfly,aqbase,-26.922,9.6,4.654602052,HT-S18-AQU-2,Hawkins Tract,HT,mayfly/caddisfly,aqbase,-137.96,17675,6.9
319,HT-S18-DET-1,HT-S18-DET-1,0,HT,detritus,det,-27.276,4.144,16.80588235,HT-S18-DET-1,Hawkins Tract,HT,detritus,det,-100.47,15529,4
320,HT-S18-DET-1 A,HT-S18-DET-1 A,1,HT,detritus,det,-27.227,3.692,16.8383492,NA,NA,NA,NA,NA,NA,NA,NA
321,HT-S18-DET-1 B,HT-S18-DET-1 B,1,HT,detritus,det,-27.275,4.023,16.76646248,NA,NA,NA,NA,NA,NA,NA,NA
322,HT-S18-DET-1,HT-S18-DET-1,0,HT,detritus,det,-27.251,3.8575,16.80240584,HT-S18-DET-1,Hawkins Tract,HT,detritus,det,-100.47,15529,4
323,HT-S18-DET-2,HT-S18-DET-2,0,HT,detritus,det,-27.417,4.141,17.9610422,HT-S18-DET-2,Hawkins Tract,HT,detritus,det,-101.86,17929,3.9
324,HT-S18-DET-3,HT-S18-DET-3,0,HT,detritus,det,-27.549,4.157,19.86436693,HT-S18-DET-3,Hawkins Tract,HT,detritus,det,-107.32,21201,5.2
325,HT-S18-GOL-1,HT-S18-GOL-1,0,HT,goldenrod,terpp,-33.258,-2.952,14.07515669,HT-S18-GOL-1,Hawkins Tract,HT,goldenrod,terpp,-115.39,13023,6
326,HT-S18-GOL-2,HT-S18-GOL-2,0,HT,goldenrod,terpp,-33.503,-3.027,13.22725438,HT-S18-GOL-2,Hawkins Tract,HT,goldenrod,terpp,-118.14,14159,5.7
327,HT-S18-GOL-3,HT-S18-GOL-3,0,HT,goldenrod,terpp,-33.319,-3.113,13.79347174,HT-S18-GOL-3,Hawkins Tract,HT,goldenrod,terpp,-116.16,13172,5.7
328,HT-S18-SNAIL-1,HT-S18-SNAIL-1,0,HT,european garden snail,terbase,-23.344,-0.329,4.697544774,HT-S18-SNAIL-1,Hawkins Tract,HT,european garden snail,terbase,-82.75,16452,6.4
329,HT-S18-SNAIL-2,HT-S18-SNAIL-2,0,HT,european garden snail,terbase,-23.224,0.227,4.583361881,HT-S18-SNAIL-2,Hawkins Tract,HT,european garden snail,terbase,-83.47,17287,6.4
330,HT-S18-SNAIL-3,HT-S18-SNAIL-3,0,HT,european garden snail,terbase,-23.026,-0.043,4.627976978,HT-S18-SNAIL-3,Hawkins Tract,HT,european garden snail,terbase,-82.52,18524,6.1
331,JC-S18-163-1,JC-S18-163-1,0,JC,white sucker,detritivore,-28.536,13.571,3.373476703,JC-S18-163-1,Csoff,JC,white sucker,detritivore,-107.44,26975,6.8
332,JC-S18-163-2,JC-S18-163-2,0,JC,white sucker,detritivore,-30.912,13.129,3.278839349,NA,NA,NA,NA,NA,NA,NA,NA
333,JC-S18-212-1,JC-S18-212-1,0,JC,creek chub,cc,-26.916,12.321,3.308185053,JC-S18-212-1,Csoff,JC,creek chub,cc,-131.92,25708,6.7
334,JC-S18-212-2,JC-S18-212-2,0,JC,creek chub,cc,-25.687,9.953,3.345070423,JC-S18-212-2,Csoff,JC,creek chub,cc,-100.62,25603,6.7
335,JC-S18-212-3,JC-S18-212-3,0,JC,creek chub,cc,-26.081,11.993,3.302752294,JC-S18-212-3,Csoff,JC,creek chub,cc,-99.18,22328,6.7
336,JC-S18-212-4,JC-S18-212-4,0,JC,creek chub,cc,-26.059,11.873,3.308398024,JC-S18-212-4,Csoff,JC,creek chub,cc,-99.76,23337,6.5
337,JC-S18-212-5,JC-S18-212-5,0,JC,creek chub,cc,-25.627,9.482,3.384285714,JC-S18-212-5,Csoff,JC,creek chub,cc,-99.06,23362,6.5
338,JC-S18-212-6,JC-S18-212-6,0,JC,creek chub,cc,-27.575,13.013,3.368953069,JC-S18-212-6,Csoff,JC,creek chub,cc,-107.21,25827,6.6
339,JC-S18-212-7,JC-S18-212-7,0,JC,creek chub,cc,-26.118,10.609,3.365800866,JC-S18-212-7,Csoff,JC,creek chub,cc,-103.48,25195,6.7
340,JC-S18-800-1,JC-S19-381-1,0,JC,mottled sculpin,invertivore,-28.82555345,14.44009408,3.457617534,NA,NA,NA,NA,NA,NA,NA,NA
341,JC-S18-800-6,JC-S19-381-6,0,JC,mottled sculpin,invertivore,-28.42193596,14.98274566,3.266093323,NA,NA,NA,NA,NA,NA,NA,NA
342,JC-S18-800-7,JC-S18-381-7,0,JC,mottled sculpin,invertivore,-28.38452751,15.12597339,3.311577564,JC-S18-381-7,Csoff,JC,mottled sculpin,invertivore,-109.95,23845,7
343,JC-S18-ALG-1,JC-S18-ALG-1,0,JC,algae,algae,-33.228,12.286,11.04854369,JC-S18-ALG-1,Csoff,JC,algae,algae,-111.61,22571,2.3
344,JC-S18-ALG-2,JC-S18-ALG-2,0,JC,algae,algae,-33.468,12.34,10.86407767,JC-S18-ALG-2,Csoff,JC,algae,algae,-110.94,26463,2.4
345,JC-S18-ALG-3,JC-S18-ALG-3,0,JC,algae,algae,-34.629,11.311,10.04761905,JC-S18-ALG-3,Csoff,JC,algae,algae,-111.04,19663,2
346,JC-S18-AQU-1,JC-S18-AQU-1,0,JC,mayfly/caddisfly,aqbase,-31.08974916,11.82770083,5.31289788,JC-S18-AQU-1,Csoff,JC,mayfly/caddisfly,aqbase,-117.18,19332,5.9
347,JC-S18-AQU-2 A,JC-S18-AQU-2 A,1,JC,mayfly/caddisfly,aqbase,-31.38507903,11.92453085,5.088213808,NA,NA,NA,NA,NA,NA,NA,NA
348,JC-S18-AQU-2 B,JC-S18-AQU-2 B,1,JC,mayfly/caddisfly,aqbase,-31.07892039,12.18677882,5.224290229,NA,NA,NA,NA,NA,NA,NA,NA
349,JC-S18-AQU-2 C,JC-S18-AQU-2 C,1,JC,mayfly/caddisfly,aqbase,-30.9086135,11.45954502,5.039311794,NA,NA,NA,NA,NA,NA,NA,NA
350,JC-S18-AQU-2,JC-S18-AQU-2,0,JC,mayfly/caddisfly,aqbase,-31.12420431,11.85695156,5.117271944,JC-S18-AQU-2,Csoff,JC,mayfly/caddisfly,aqbase,-121.05,16469,5.9
351,JC-S18-AQU-3,JC-S18-AQU-3,0,JC,mayfly/caddisfly,aqbase,-31.07399823,11.82366625,4.669811537,JC-S18-AQU-3,Csoff,JC,mayfly/caddisfly,aqbase,-118.22,17789,5.8
352,JC-S18-DET-1 A,JC-S18-DET-1 A,1,JC,detritus,det,-28.042,6.066,18.45517241,NA,NA,NA,NA,NA,NA,NA,NA
353,JC-S18-DET-1 B,JC-S18-DET-1 B,1,JC,detritus,det,-27.866,5.902,18.10810811,NA,NA,NA,NA,NA,NA,NA,NA
354,JC-S18-DET-1 C,JC-S18-DET-1 C,1,JC,detritus,det,-27.842,5.788,18.65306122,NA,NA,NA,NA,NA,NA,NA,NA
355,JC-S18-DET-1,JC-S18-DET-1,0,JC,detritus,det,-27.91666667,5.918666667,18.40544725,JC-S18-DET-1,Csoff,JC,detritus,det,-102.45,17173,3.8
356,JC-S18-DET-2,JC-S18-DET-2,0,JC,detritus,det,-28.23317536,5.655000434,16.4779192,JC-S18-DET-2,Csoff,JC,detritus,det,-102.36,16050,3.4
357,JC-S18-DET-3,JC-S18-DET-3,0,JC,detritus,det,-28.28470018,5.549268806,17.9796908,JC-S18-DET-3,Csoff,JC,detritus,det,-100.85,14789,3.5
358,JC-S18-GOL-1,JC-S18-GOL-1,0,JC,goldenrod,terpp,-34.14961098,-1.214505432,19.01500569,JC-S18-GOL-1,Csoff,JC,goldenrod,terpp,-124.82,16908,6
359,JC-S18-GOL-2,JC-S18-GOL-2,0,JC,goldenrod,terpp,-34.1515927,-1.081324247,18.8526556,JC-S18-GOL-2,Csoff,JC,goldenrod,terpp,-138.59,25933,6.1
360,JC-S18-GOL-3,JC-S18-GOL-3,0,JC,goldenrod,terpp,-34.15258356,-0.974575969,18.67921868,JC-S18-GOL-3,Csoff,JC,goldenrod,terpp,-138.73,26774,6.1
361,JC-S18-TER-1,JC-S18-TER-1,0,JC,snails/caterpillars,terbase,-29.56978474,1.970203038,5.654068973,JC-S18-TER-1,Csoff,JC,snails/caterpillars,terbase,-142.47,28643,7
362,JC-S18-TER-2,JC-S18-TER-2,0,JC,snails/caterpillars,terbase,-28.93679437,1.374093225,5.546044927,JC-S18-TER-2,Csoff,JC,snails/caterpillars,terbase,-135.86,27475,7.1
363,JC-S18-TER-3,JC-S18-TER-3,0,JC,snails/caterpillars,terbase,-29.06575508,2.42611105,5.55582778,JC-S18-TER-3,Csoff,JC,snails/caterpillars,terbase,-142.92,28903,7.2
364,JW-S18-163-12,JW-S18-163-12,0,JW,white sucker,detritivore,-26.63519022,13.53533858,3.153417696,NA,NA,NA,NA,NA,NA,NA,NA
365,JW-S18-163-8,JW-S18-163-8,0,JW,white sucker,detritivore,-24.62005604,15.49211191,3.169486853,JW-S18-163-8,White Farm,JW,white sucker,detritivore,-129.44,5751,6.8
366,JW-S18-163-9,JW-S18-163-9,0,JW,white sucker,detritivore,-25.9854645,15.57784682,3.162061899,NA,NA,NA,NA,NA,NA,NA,NA
367,JW-S18-198-10,JW-S18-198-10,0,JW,common shiner,invertivore,-25.94116502,16.29600281,3.391937981,NA,NA,NA,NA,NA,NA,NA,NA
368,JW-S18-198-4,JW-S18-198-4,0,JW,common shiner,invertivore,-27.12051565,15.62323589,4.09788693,NA,NA,NA,NA,NA,NA,NA,NA
369,JW-S18-198-7,JW-S18-198-7,0,JW,common shiner,invertivore,-27.52117984,15.38418678,3.309093657,NA,NA,NA,NA,NA,NA,NA,NA
370,JW-S18-208-11,JW-S18-208-11,0,JW,bluntnose minnow,detritivore,-26.62829919,14.59946016,3.258557807,NA,NA,NA,NA,NA,NA,NA,NA
371,JW-S18-208-13,JW-S18-208-13,0,JW,bluntnose minnow,detritivore,-28.4111072,16.07914391,3.202639953,NA,NA,NA,NA,NA,NA,NA,NA
372,JW-S18-208-6 A,JW-S18-208-6 A,1,JW,bluntnose minnow,detritivore,-26.87834515,15.65652121,3.321649039,NA,NA,NA,NA,NA,NA,NA,NA
373,JW-S18-208-6 B,JW-S18-208-6 B,1,JW,bluntnose minnow,detritivore,-26.93642669,15.69384112,3.324109651,NA,NA,NA,NA,NA,NA,NA,NA
374,JW-S18-208-6,JW-S18-208-6,0,JW,bluntnose minnow,detritivore,-26.90738592,15.67518117,3.322879345,NA,NA,NA,NA,NA,NA,NA,NA
375,JW-S18-212-11,JW-S18-212-11,0,JW,creek chub,cc,-24.94443171,10.70451669,3.338565769,JW-S18-212-11,White Farm,JW,creek chub,cc,-115.22,5622,7
376,JW-S18-212-14,JW-S18-212-14,0,JW,creek chub,cc,-25.12786474,12.04164292,3.294548354,JW-S18-212-14,White Farm,JW,creek chub,cc,-111.91,5463,6.6
377,JW-S18-212-15,JW-S18-212-15,0,JW,creek chub,cc,-25.42273828,11.53000292,3.230838653,JW-S18-212-15,White Farm,JW,creek chub,cc,-114.48,4787,6.5
378,JW-S18-212-16,JW-S18-212-16,0,JW,creek chub,cc,-25.98881657,12.63906083,3.233420988,JW-S18-212-16,White Farm,JW,creek chub,cc,-114.46,4330,6.7
379,JW-S18-212-17,JW-S18-212-17,0,JW,creek chub,cc,-25.45922765,11.76412616,3.237542438,JW-S18-212-17,White Farm,JW,creek chub,cc,-110.09,5804,6.6
380,JW-S18-212-18,JW-S18-212-18,0,JW,creek chub,cc,-25.47697923,11.96898398,3.30915192,JW-S18-212-18,White Farm,JW,creek chub,cc,-109.96,6589,6.7
381,JW-S18-212-26,JW-S18-212-26,0,JW,creek chub,cc,-25.16534031,12.89841286,3.274182459,JW-S18-212-26,White Farm,JW,creek chub,cc,-104.47,4540,5.8
382,JW-S18-212-27,JW-S18-212-27,0,JW,creek chub,cc,-25.10518217,12.45438603,3.260139398,JW-S18-212-27,White Farm,JW,creek chub,cc,-107.14,5540,7.2
383,JW-S18-212-27,JW-S18-212-27,0,JW,creek chub,cc,-25.10518217,12.45438603,3.260139398,JW-S18-212-27,White Farm,JW,creek chub,cc,-104.6,5139,6.7
384,JW-S18-212-6,JW-S18-212-6,0,JW,creek chub,cc,-28.48291413,10.71763567,4.146449969,JW-S18-212-6,White Farm,JW,creek chub,cc,-133.25,5302,6.9
385,JW-S18-212-7,JW-S18-212-7,0,JW,creek chub,cc,-26.1821116,12.9206142,3.205534306,JW-S18-212-7,White Farm,JW,creek chub,cc,-110.95,4864,6.5
386,JW-S18-341-21 A,JW-S18-341-21 A,1,JW,johnny darter,invertivore,-24.46612514,11.56229578,3.325150099,NA,NA,NA,NA,NA,NA,NA,NA
387,JW-S18-341-21 B,JW-S18-341-21 B,1,JW,johnny darter,invertivore,-24.3980774,11.53202123,3.324229081,NA,NA,NA,NA,NA,NA,NA,NA
388,JW-S18-341-21,JW-S18-341-21,0,JW,johnny darter,invertivore,-24.43210127,11.54715851,3.32468959,NA,NA,NA,NA,NA,NA,NA,NA
389,JW-S18-341-26 A,JW-S18-341-26 A,1,JW,johnny darter,invertivore,-25.48289643,13.27785396,3.287993676,NA,NA,NA,NA,NA,NA,NA,NA
390,JW-S18-341-26 B,JW-S18-341-26 B,1,JW,johnny darter,invertivore,-25.38920751,13.2748265,3.343744788,NA,NA,NA,NA,NA,NA,NA,NA
391,JW-S18-341-26 C,JW-S18-341-26 C,1,JW,johnny darter,invertivore,-25.54897177,13.22840552,3.342250307,NA,NA,NA,NA,NA,NA,NA,NA
392,JW-S18-341-26,JW-S18-341-26,0,JW,johnny darter,invertivore,-25.4736919,13.26036199,3.324662924,JW-S18-341-26,White Farm,JW,johnny darter,invertivore,-127.26,5406,6.7
393,JW-S18-341-31,JW-S18-341-31,0,JW,johnny darter,invertivore,-25.47106204,13.03767581,3.677640832,NA,NA,NA,NA,NA,NA,NA,NA
394,JW-S18-ALGAE-1,JW-S18-ALGAE-1,0,JW,algae,algae,-19.3818072,8.687668186,12.67985382,JW-S18-ALGAE-1,White Farm,JW,algae,algae,-157.85,4212,1.2
395,JW-S18-ALGAE-2,JW-S18-ALGAE-2,0,JW,algae,algae,-20.2498021,8.62870247,12.07428878,JW-S18-ALGAE-2,White Farm,JW,algae,algae,-160.14,4155,1.4
396,JW-S18-ALGAE-3,JW-S18-ALGAE-3,0,JW,algae,algae,-19.37685289,8.85338218,12.49248722,JW-S18-ALGAE-3,White Farm,JW,algae,algae,-158.43,5808,1.7
397,JW-S18-CADDIS-1,JW-S18-CADDIS-1,0,JW,caddisfly,aqbase,-28.56772726,10.8952464,4.466419065,JW-S18-CADDIS-1,White Farm,JW,caddisfly,aqbase,-133.49,5032,5.2
398,JW-S18-CADDIS-2,JW-S18-CADDIS-2,0,JW,caddisfly,aqbase,-28.47403834,10.83368813,4.433554729,JW-S18-CADDIS-2,White Farm,JW,caddisfly,aqbase,-132.02,4718,5.2
399,JW-S18-CAT-1,JW-S18-CAT-1,0,JW,caterpillar,terbase,-28.1860682,0.412176796,4.458494127,JW-S18-CAT-1,White Farm,JW,caterpillar,terbase,-109.98,4864,6.4
400,JW-S18-CAT-2,JW-S18-CAT-2,0,JW,caterpillar,terbase,-28.51348631,0.568595336,4.357370149,JW-S18-CAT-2,White Farm,JW,caterpillar,terbase,-110.51,4399,6.4
401,JW-S18-DET-1,JW-S18-DET-1,0,JW,detritus,det,-27.76251602,2.800246479,40.32481155,JW-S18-DETRITUS-1,White Farm,JW,detritus,det,-111.65,5845,4.7
402,JW-S18-DET-2,JW-S18-DET-2,0,JW,detritus,det,-27.54948074,2.820579485,41.77428914,JW-S18-DETRITUS-2,White Farm,JW,detritus,det,-109.38,6201,5
403,JW-S18-DET-3,JW-S18-DET-3,0,JW,detritus,det,-27.87646513,2.510501153,39.82121812,JW-S18-DETRITUS-3,White Farm,JW,detritus,det,-113.69,6931,4.9
404,JW-S18-GOL-1,JW-S18-GOL-1,0,JW,goldenrod,terpp,-32.88229878,-3.278305478,14.4311014,JW-S18-GOL-1,White Farm,JW,goldenrod,terpp,-125.91,5293,5.8
405,JW-S18-GOL-2 A,JW-S18-GOL-2 A,1,JW,goldenrod,terpp,-32.7624045,-3.3616708,14.76253018,NA,NA,NA,NA,NA,NA,NA,NA
406,JW-S18-GOL-2 B,JW-S18-GOL-2 B,1,JW,goldenrod,terpp,-32.7624045,-3.373870603,14.74166421,NA,NA,NA,NA,NA,NA,NA,NA
407,JW-S18-GOL-2 C,JW-S18-GOL-2 C,1,JW,goldenrod,terpp,-32.79906639,-3.388103707,14.52204031,NA,NA,NA,NA,NA,NA,NA,NA
408,JW-S18-GOL-2,JW-S18-GOL-2,0,JW,goldenrod,terpp,-32.77462513,-3.37454837,14.67541157,JW-S18-GOL-2,White Farm,JW,goldenrod,terpp,-120.73,4323,5.8
409,JW-S18-GOL-3,JW-S18-GOL-3,0,JW,goldenrod,terpp,-31.67047483,1.21223876,16.17863403,JW-S18-GOL-3,White Farm,JW,goldenrod,terpp,-120.29,5120,5.8
410,KC-S18-163-1,KC-S18-163-1,0,KC,white sucker,detritivore,-26.41288219,15.22955367,3.311198382,KC-S18-163-1,Kettle Creek,KC,white sucker,detritivore,-134.61,15121,6.6
411,KC-S18-163-7,KC-S18-163-7,0,KC,white sucker,detritivore,-26.10420187,11.72376008,3.274125108,NA,NA,NA,NA,NA,NA,NA,NA
412,KC-S18-163-8,KC-S18-163-8,0,KC,white sucker,detritivore,-26.67126636,10.53699748,3.278302832,NA,NA,NA,NA,NA,NA,NA,NA
413,KC-S18-165-1,KC-S18-165-1,0,KC,northern hog sucker,herbivore,-25.86554168,13.72288993,3.323916863,KC-S18-165-1,Kettle Creek,KC,northern hog sucker,herbivore,-123.27,15025,7
414,KC-S18-165-3,KC-S18-165-3,0,KC,northern hog sucker,herbivore,-26.38329622,12.55731952,3.277528778,NA,NA,NA,NA,NA,NA,NA,NA
415,KC-S18-165-7,KC-S18-165-7,0,KC,northern hog sucker,herbivore,-26.12195345,13.20620417,3.276212075,NA,NA,NA,NA,NA,NA,NA,NA
416,KC-S18-198-10,KC-S18-198-10,0,KC,common shiner,invertivore,-26.35173785,11.73788821,3.377529622,NA,NA,NA,NA,NA,NA,NA,NA
417,KC-S18-198-3,KC-S18-198-3,0,KC,common shiner,invertivore,-26.8507546,11.38872166,3.371163547,NA,NA,NA,NA,NA,NA,NA,NA
418,KC-S18-198-7,KC-S18-198-7,0,KC,common shiner,invertivore,-26.97107089,11.24239464,3.704464515,NA,NA,NA,NA,NA,NA,NA,NA
419,KC-S18-208-6,KC-S18-208-6,0,KC,bluntnose minnow,detritivore,-26.23536635,14.31324377,3.428434133,NA,NA,NA,NA,NA,NA,NA,NA
420,KC-S18-208-7 A,KC-S18-208-7 A,1,KC,bluntnose minnow,detritivore,-25.7363496,12.98620907,3.487028184,NA,NA,NA,NA,NA,NA,NA,NA
421,KC-S18-208-7 B,KC-S18-208-7 B,1,KC,bluntnose minnow,detritivore,-25.80439734,13.02455684,3.492750043,NA,NA,NA,NA,NA,NA,NA,NA
422,KC-S18-208-7 C,KC-S18-208-7 C,1,KC,bluntnose minnow,detritivore,-25.8487763,13.02052023,3.479023638,NA,NA,NA,NA,NA,NA,NA,NA
423,KC-S18-208-7,KC-S18-208-7,0,KC,bluntnose minnow,detritivore,-25.79650775,13.01042871,3.486267288,NA,NA,NA,NA,NA,NA,NA,NA
424,KC-S18-208-8,KC-S18-208-8,0,KC,bluntnose minnow,detritivore,-26.02800849,12.29864099,3.313098202,NA,NA,NA,NA,NA,NA,NA,NA
425,KC-S18-212-1,KC-S18-212-1,0,KC,creek chub,cc,-25.22126384,10.31924945,3.383228835,KC-S18-212-1,Kettle Creek,KC,creek chub,cc,-115.21,12016,6.5
426,KC-S18-212-11,KC-S18-212-11,0,KC,creek chub,cc,-25.68578307,9.665505459,3.398288313,KC-S18-212-11,Kettle Creek,KC,creek chub,cc,-106.76,14442,6.5
427,KC-S18-212-12,KC-S18-212-12,0,KC,creek chub,cc,-25.06741034,9.948996296,3.268378946,KC-S18-212-12,Kettle Creek,KC,creek chub,cc,-111.5,13223,6.8
428,KC-S18-212-13,KC-S18-212-13,0,KC,creek chub,cc,-25.02204328,9.963120395,3.216692784,KC-S18-212-13,Kettle Creek,KC,creek chub,cc,-101.59,13754,6.7
429,KC-S18-212-14,KC-S18-212-14,0,KC,creek chub,cc,-25.04768553,10.27183284,3.236842718,KC-S18-212-14,Kettle Creek,KC,creek chub,cc,-106.36,13613,6.7
430,KC-S18-212-3,KC-S18-212-3,0,KC,creek chub,cc,-25.52108092,11.91930806,3.295370109,KC-S18-212-3,Kettle Creek,KC,creek chub,cc,-114.24,12857,6.8
431,KC-S18-212-4,KC-S18-212-4,0,KC,creek chub,cc,-25.66605826,10.26577965,3.280321126,KC-S18-212-4,Kettle Creek,KC,creek chub,cc,-112.74,13458,6.7
432,KC-S18-212-6,KC-S18-212-6,0,KC,creek chub,cc,-25.57828287,10.57045664,3.431545033,KC-S18-212-6,Kettle Creek,KC,creek chub,cc,-105.65,12336,6.2
433,KC-S18-212-8,KC-S18-212-8,0,KC,creek chub,cc,-26.37319263,11.09910147,3.277196453,KC-S18-212-8,Kettle Creek,KC,creek chub,cc,-120.62,13559,6.7
434,KC-S18-341-2,KC-S18-341-2,0,KC,johnny darter,invertivore,-26.22328409,14.04498491,3.463390749,NA,NA,NA,NA,NA,NA,NA,NA
435,KC-S18-341-3 A,KC-S18-341-3 A,1,KC,johnny darter,invertivore,-26.89590004,14.85812944,3.240703679,NA,NA,NA,NA,NA,NA,NA,NA
436,KC-S18-341-3 B,KC-S18-341-3 B,1,KC,johnny darter,invertivore,-26.53690853,15.13859369,3.191693939,NA,NA,NA,NA,NA,NA,NA,NA
437,KC-S18-341-3 C,KC-S18-341-3 C,1,KC,johnny darter,invertivore,-26.85743666,14.91260811,3.235227183,NA,NA,NA,NA,NA,NA,NA,NA
438,KC-S18-341-3,KC-S18-341-3,0,KC,johnny darter,invertivore,-26.76341508,14.96977708,3.2225416,KC-S18-341-3,Kettle Creek,KC,johnny darter,invertivore,-124.26,13910,7
439,KC-S18-341-6,KC-S18-341-6,0,KC,johnny darter,invertivore,-25.35539254,13.80891068,3.339738144,NA,NA,NA,NA,NA,NA,NA,NA
440,KC-S18-ALG-1,KC-S18-ALG-1,0,KC,algae,algae,-17.81163973,11.16467764,13.97809486,KC-S18-ALG-1,Kettle Creek,KC,algae,algae,-165.27,10535,1.2
441,KC-S18-ALG-2,KC-S18-ALG-2,0,KC,algae,algae,-25.4569753,10.52606661,13.19455783,KC-S18-ALG-2,Kettle Creek,KC,algae,algae,-115.36,13341,1.4
442,KC-S18-ALG-3,KC-S18-ALG-3,0,KC,algae,algae,-17.88363528,11.11726103,13.99192885,KC-S18-ALG-3,Kettle Creek,KC,algae,algae,-113.71,15757,2
443,KC-S18-DET-1,KC-S18-DET-1,0,KC,detritus,det,-27.71053461,2.703333687,25.59829807,KC-S18-DET-1,Kettle Creek,KC,detritus,det,-100.54,18943,4.5
444,KC-S18-DET-2,KC-S18-DET-2,0,KC,detritus,det,-27.62275921,2.587314305,25.48451524,KC-S18-DET-2,Kettle Creek,KC,detritus,det,-99.17,20382,4.5
445,KC-S18-DET-3,KC-S18-DET-3,0,KC,detritus,det,-27.84762202,2.621615688,26.11051564,KC-S18-DET-3,Kettle Creek,KC,detritus,det,-101.08,18859,4.3
446,KC-S18-GOL-1,KC-S18-GOL-1,0,KC,goldenrod,terpp,-34.43077668,-0.20017745,12.81462156,KC-S18-GOL-1,Kettle Creek,KC,goldenrod,terpp,-120.7,13080,5.9
447,KC-S18-GOL-2,KC-S18-GOL-2,0,KC,goldenrod,terpp,-34.02937683,-0.198159722,12.46028129,KC-S18-GOL-2,Kettle Creek,KC,goldenrod,terpp,-116.83,13138,5.8
448,KC-S18-GOL-3,KC-S18-GOL-3,0,KC,goldenrod,terpp,-33.96329873,-0.29400182,12.74820273,KC-S18-GOL-3,Kettle Creek,KC,goldenrod,terpp,-116.44,13448,5.8
